DATE,STATION,PRCP,TMIN,TMAX
1973-02-06,WAM00068006,,,
1977-12-13,WAM00068006,0.5,,
1978-01-21,WAM00068006,5.1,,
1978-01-24,WAM00068006,3.0,,
1978-09-14,WAM00068006,0.0,,
1978-10-18,WAM00068006,0.0,,
1978-12-06,WAM00068006,0.0,,
1979-04-15,WAM00068006,0.0,,
1979-04-22,WAM00068006,0.0,,
1979-11-22,WAM00068006,20.1,19.0,
1979-12-04,WAM00068006,2.0,21.0,
1980-05-20,WAM00068006,0.0,14.0,
1981-09-01,WAM00068006,0.0,10.0,
1981-09-02,WAM00068006,0.0,10.0,
1988-01-06,WAM00068006,,,
1988-01-08,WAM00068006,,20.7,34.7
1988-01-11,WAM00068006,,,
1988-01-14,WAM00068006,65.0,19.9,27.0
1988-01-15,WAM00068006,0.0,,
1988-01-18,WAM00068006,,,
1988-01-19,WAM00068006,,,
1988-01-21,WAM00068006,,,
1988-01-22,WAM00068006,,,29.4
1988-01-25,WAM00068006,,,
1988-02-03,WAM00068006,,,
1988-02-04,WAM00068006,,22.0,35.0
1988-02-08,WAM00068006,,18.4,33.0
1988-02-09,WAM00068006,7.1,19.7,31.2
1988-02-10,WAM00068006,0.0,,
1988-02-11,WAM00068006,,,
1988-02-12,WAM00068006,,,
1988-02-18,WAM00068006,,19.6,32.1
1988-02-23,WAM00068006,,20.9,
1988-02-26,WAM00068006,,,
1988-03-01,WAM00068006,14.0,19.4,32.2
1988-03-02,WAM00068006,0.0,20.9,
1988-03-03,WAM00068006,,22.3,
1988-03-04,WAM00068006,,21.2,33.1
1988-03-09,WAM00068006,,19.2,33.2
1988-03-11,WAM00068006,,19.7,34.9
1988-03-15,WAM00068006,,21.6,34.7
1988-03-16,WAM00068006,,18.4,34.5
1988-03-18,WAM00068006,,25.3,31.6
1988-03-21,WAM00068006,,,36.7
1988-03-22,WAM00068006,,25.5,33.8
1988-03-23,WAM00068006,,20.1,32.2
1988-03-24,WAM00068006,,23.3,34.1
1988-03-25,WAM00068006,,20.7,30.2
1988-03-28,WAM00068006,,17.7,32.2
1988-03-29,WAM00068006,,17.3,37.2
1988-03-30,WAM00068006,,17.5,31.5
1988-04-07,WAM00068006,,20.0,32.6
1988-04-08,WAM00068006,,,
1988-04-11,WAM00068006,,18.8,31.2
1988-04-12,WAM00068006,,,
1988-04-14,WAM00068006,,,32.0
1988-04-15,WAM00068006,,19.5,32.1
1988-04-18,WAM00068006,,20.5,30.9
1988-04-19,WAM00068006,,18.3,31.5
1988-04-20,WAM00068006,,20.2,29.2
1988-04-21,WAM00068006,,18.0,
1988-04-22,WAM00068006,,18.8,31.0
1988-04-25,WAM00068006,,20.3,29.0
1988-04-26,WAM00068006,,17.4,29.0
1988-04-27,WAM00068006,,17.5,30.4
1988-04-28,WAM00068006,,,
1988-04-29,WAM00068006,,18.7,30.1
1988-05-02,WAM00068006,,14.8,28.2
1988-05-03,WAM00068006,,15.3,
1988-05-04,WAM00068006,,14.8,26.8
1988-05-05,WAM00068006,15.2,,27.6
1988-05-10,WAM00068006,,17.5,29.7
1988-05-11,WAM00068006,,17.9,
1988-05-13,WAM00068006,,16.9,29.3
1988-05-16,WAM00068006,,16.6,
1988-05-17,WAM00068006,,13.2,28.4
1988-05-18,WAM00068006,,,
1988-05-19,WAM00068006,,,
1988-05-20,WAM00068006,,13.1,29.1
1988-05-23,WAM00068006,,,
1988-05-24,WAM00068006,,12.2,29.1
1988-05-25,WAM00068006,,12.4,29.2
1988-05-26,WAM00068006,,13.0,29.1
1988-05-27,WAM00068006,,13.0,29.3
1988-05-30,WAM00068006,0.0,8.9,31.1
1988-06-01,WAM00068006,,13.8,29.0
1988-06-02,WAM00068006,,,
1988-06-03,WAM00068006,,,
1988-06-06,WAM00068006,,11.2,28.3
1988-06-07,WAM00068006,,8.6,26.7
1988-06-08,WAM00068006,,,
1988-06-09,WAM00068006,,9.1,23.0
1988-06-10,WAM00068006,,8.0,26.2
1988-06-13,WAM00068006,,11.6,28.9
1988-06-14,WAM00068006,,,
1988-06-15,WAM00068006,,10.5,29.2
1988-06-16,WAM00068006,,,
1988-06-17,WAM00068006,,,
1988-06-20,WAM00068006,,,
1988-06-21,WAM00068006,,,27.2
1988-06-22,WAM00068006,,11.1,
1988-06-23,WAM00068006,,,
1988-06-24,WAM00068006,,11.4,27.6
1988-06-27,WAM00068006,,10.3,26.8
1988-06-28,WAM00068006,,9.5,27.3
1988-06-29,WAM00068006,,8.2,26.6
1988-06-30,WAM00068006,,7.9,25.6
1988-07-04,WAM00068006,,10.2,27.3
1988-07-05,WAM00068006,,10.0,27.8
1988-07-06,WAM00068006,,,
1988-07-07,WAM00068006,,,
1988-07-08,WAM00068006,,9.6,27.3
1988-07-11,WAM00068006,,5.9,22.4
1988-07-12,WAM00068006,,4.0,
1988-07-13,WAM00068006,,,
1988-07-14,WAM00068006,,5.8,22.8
1988-07-15,WAM00068006,,6.5,
1988-07-18,WAM00068006,,6.4,
1988-07-19,WAM00068006,,,
1988-07-20,WAM00068006,,7.2,26.3
1988-07-25,WAM00068006,,,
1988-07-26,WAM00068006,,,
1988-07-27,WAM00068006,,12.0,29.9
1988-07-28,WAM00068006,,12.4,29.7
1988-07-29,WAM00068006,,,29.1
1988-08-01,WAM00068006,,10.3,27.2
1988-08-02,WAM00068006,,,28.0
1988-08-04,WAM00068006,,,
1988-08-08,WAM00068006,,10.5,29.4
1988-08-09,WAM00068006,,9.3,29.4
1988-08-10,WAM00068006,,10.4,30.0
1988-08-11,WAM00068006,,,
1988-08-16,WAM00068006,,,
1988-08-17,WAM00068006,,,
1988-08-19,WAM00068006,,14.3,30.8
1988-08-23,WAM00068006,,13.2,30.7
1988-08-24,WAM00068006,,9.9,29.0
1988-08-25,WAM00068006,,9.4,28.3
1988-08-26,WAM00068006,,,
1988-08-29,WAM00068006,,10.8,
1988-09-01,WAM00068006,,,
1988-09-06,WAM00068006,,17.8,32.3
1988-09-07,WAM00068006,,,
1988-09-08,WAM00068006,,17.8,
1988-09-09,WAM00068006,,,
1988-09-13,WAM00068006,,,
1988-09-15,WAM00068006,,14.9,32.3
1988-09-30,WAM00068006,,17.1,36.2
1988-10-04,WAM00068006,,15.8,37.3
1988-10-05,WAM00068006,,16.0,36.3
1988-10-06,WAM00068006,,17.5,37.3
1988-10-07,WAM00068006,,,37.2
1988-10-10,WAM00068006,,,
1988-10-11,WAM00068006,,,
1988-10-12,WAM00068006,,13.0,32.8
1988-10-13,WAM00068006,,12.9,
1988-10-14,WAM00068006,,16.0,35.0
1988-10-18,WAM00068006,,,
1988-10-20,WAM00068006,,,34.0
1988-10-21,WAM00068006,,17.0,34.8
1988-10-25,WAM00068006,,19.3,36.2
1988-10-26,WAM00068006,,,
1988-10-28,WAM00068006,0.5,21.8,
1988-10-31,WAM00068006,,,35.4
1988-11-01,WAM00068006,,21.7,36.5
1988-11-03,WAM00068006,,,
1988-11-04,WAM00068006,,21.3,36.0
1988-11-07,WAM00068006,,,
1988-11-08,WAM00068006,,22.4,33.0
1988-11-10,WAM00068006,6.1,19.8,34.2
1988-11-11,WAM00068006,0.0,23.0,31.5
1988-11-14,WAM00068006,,,
1988-11-15,WAM00068006,,19.5,29.8
1988-11-16,WAM00068006,,20.2,31.5
1988-11-17,WAM00068006,1.5,20.1,31.0
1988-11-18,WAM00068006,0.3,19.5,
1988-11-21,WAM00068006,,22.9,
1988-11-22,WAM00068006,,21.3,35.2
1988-11-23,WAM00068006,,,
1989-01-18,WAM00068006,,18.7,33.1
1989-01-23,WAM00068006,0.0,,28.4
1989-01-24,WAM00068006,0.0,19.6,39.2
1989-01-26,WAM00068006,,,
1989-01-30,WAM00068006,,19.4,27.4
1989-01-31,WAM00068006,,19.9,28.9
1989-02-01,WAM00068006,,20.5,30.0
1989-02-02,WAM00068006,,19.8,30.5
1989-02-16,WAM00068006,,19.5,31.6
1989-02-17,WAM00068006,,18.0,32.6
1989-02-28,WAM00068006,,20.5,32.0
1989-05-11,WAM00068006,,,
1989-05-12,WAM00068006,,,
1989-05-15,WAM00068006,,12.1,30.6
1989-05-19,WAM00068006,,,
1989-05-23,WAM00068006,,12.2,29.6
1989-05-30,WAM00068006,0.5,15.7,29.3
1989-05-31,WAM00068006,0.0,12.5,29.0
1989-06-01,WAM00068006,,11.3,27.0
1989-06-02,WAM00068006,,7.5,27.7
1989-06-06,WAM00068006,,7.5,24.5
1989-06-07,WAM00068006,,9.6,26.5
1989-06-08,WAM00068006,,12.5,28.0
1989-06-12,WAM00068006,,,25.4
1989-06-13,WAM00068006,,,
1989-06-14,WAM00068006,,14.0,22.7
1989-06-15,WAM00068006,,13.5,23.4
1989-06-16,WAM00068006,,9.7,23.3
1989-06-26,WAM00068006,,,
1989-07-07,WAM00068006,,,
1989-07-10,WAM00068006,,10.6,28.5
1989-07-14,WAM00068006,,9.6,26.4
1989-08-04,WAM00068006,,10.3,30.5
1989-08-07,WAM00068006,,8.1,30.5
1989-08-11,WAM00068006,,6.9,28.5
1989-08-14,WAM00068006,,9.4,30.3
1989-08-28,WAM00068006,,14.3,31.8
1989-08-31,WAM00068006,,11.1,31.7
1989-09-06,WAM00068006,,9.1,32.6
1989-09-07,WAM00068006,,10.6,26.9
1989-09-11,WAM00068006,,,
1989-09-21,WAM00068006,,14.6,
1989-09-26,WAM00068006,,,35.7
1989-09-27,WAM00068006,,14.8,36.1
1989-09-28,WAM00068006,,16.1,35.8
1989-09-29,WAM00068006,,17.5,
1989-10-02,WAM00068006,,13.2,35.8
1989-10-03,WAM00068006,,11.2,34.0
1989-10-04,WAM00068006,,13.1,32.9
1989-10-05,WAM00068006,,13.6,34.5
1989-10-06,WAM00068006,,14.6,
1989-10-09,WAM00068006,,,34.2
1989-10-10,WAM00068006,,,
1989-10-11,WAM00068006,,14.6,
1989-10-12,WAM00068006,,,34.6
1989-10-17,WAM00068006,,17.9,35.1
1989-10-20,WAM00068006,,,36.8
1989-10-23,WAM00068006,,14.9,35.0
1989-10-24,WAM00068006,,14.5,34.0
1989-10-25,WAM00068006,,,
1989-10-26,WAM00068006,,,
1989-10-30,WAM00068006,,,37.4
1989-11-01,WAM00068006,,,37.6
1989-11-03,WAM00068006,,,35.2
1989-11-08,WAM00068006,,,35.5
1989-11-09,WAM00068006,,,37.1
1989-11-13,WAM00068006,,16.6,36.5
1989-11-17,WAM00068006,,13.2,
1989-11-21,WAM00068006,,16.2,36.7
1989-11-22,WAM00068006,0.0,,37.4
1989-11-23,WAM00068006,4.3,17.2,
2003-05-01,WAM00068006,,13.0,
2003-05-02,WAM00068006,,12.0,32.0
2003-05-03,WAM00068006,,13.5,30.5
2003-05-08,WAM00068006,,10.9,30.4
2003-05-12,WAM00068006,,12.2,
2003-05-13,WAM00068006,,10.0,31.0
2003-05-28,WAM00068006,,9.0,
2003-05-29,WAM00068006,,12.5,31.0
2003-05-31,WAM00068006,,11.9,29.9
2003-06-01,WAM00068006,,12.1,31.0
2003-06-08,WAM00068006,,9.0,28.5
2003-06-09,WAM00068006,,7.0,
2003-06-10,WAM00068006,,11.0,28.5
2003-06-11,WAM00068006,,10.0,
2003-06-12,WAM00068006,,12.2,
2003-06-13,WAM00068006,,14.0,28.7
2003-06-14,WAM00068006,,9.0,28.9
2003-06-15,WAM00068006,,9.1,28.6
2003-06-16,WAM00068006,,10.0,26.8
2003-06-20,WAM00068006,,,25.8
2003-06-24,WAM00068006,,,26.0
2003-06-26,WAM00068006,,,25.0
2003-06-27,WAM00068006,,,
2003-06-28,WAM00068006,,,23.7
2003-06-29,WAM00068006,,,24.1
2003-06-30,WAM00068006,,,23.5
2003-07-01,WAM00068006,,,
2003-07-04,WAM00068006,,5.5,25.8
2003-07-05,WAM00068006,,7.0,
2003-07-09,WAM00068006,,7.0,
2003-07-10,WAM00068006,,8.5,
2003-07-11,WAM00068006,,9.0,
2003-07-12,WAM00068006,,9.9,27.7
2003-07-13,WAM00068006,,11.0,27.4
2003-07-14,WAM00068006,,9.0,24.6
2003-07-15,WAM00068006,,8.3,24.7
2003-07-17,WAM00068006,,9.9,27.1
2003-07-19,WAM00068006,,8.0,26.8
2003-07-23,WAM00068006,,11.0,28.7
2003-07-24,WAM00068006,,11.5,28.0
2003-07-26,WAM00068006,,12.2,29.0
2003-08-03,WAM00068006,,11.0,29.4
2003-08-04,WAM00068006,,11.0,28.7
2003-08-05,WAM00068006,,11.2,28.2
2003-08-06,WAM00068006,,10.2,
2003-08-07,WAM00068006,,12.0,29.3
2003-08-11,WAM00068006,,8.7,31.3
2003-08-12,WAM00068006,,5.0,
2003-08-13,WAM00068006,,5.5,26.4
2003-08-14,WAM00068006,,8.2,
2003-08-25,WAM00068006,,10.9,31.4
2003-08-26,WAM00068006,,,
2003-08-27,WAM00068006,,14.0,32.7
2003-08-28,WAM00068006,,11.3,31.5
2003-09-01,WAM00068006,,12.0,34.0
2003-09-02,WAM00068006,,13.0,33.8
2003-09-04,WAM00068006,,10.8,33.9
2003-09-05,WAM00068006,,9.8,
2003-09-08,WAM00068006,,11.9,
2003-09-09,WAM00068006,,11.0,34.4
2003-09-10,WAM00068006,,10.2,32.1
2003-09-11,WAM00068006,,12.2,
2003-09-16,WAM00068006,0.0,19.2,34.0
2003-09-17,WAM00068006,25.9,15.2,
2003-09-18,WAM00068006,0.0,15.5,32.0
2003-09-19,WAM00068006,,14.8,
2003-09-20,WAM00068006,,14.5,
2003-09-21,WAM00068006,,14.5,
2003-09-22,WAM00068006,,14.5,
2003-09-23,WAM00068006,,15.0,
2003-09-28,WAM00068006,,20.0,36.2
2003-09-29,WAM00068006,,17.0,
2003-10-01,WAM00068006,,17.5,
2003-10-03,WAM00068006,,18.3,37.3
2003-10-05,WAM00068006,,16.2,
2003-10-06,WAM00068006,,16.0,38.2
2003-10-07,WAM00068006,,21.2,38.2
2003-10-08,WAM00068006,,21.5,38.4
2003-10-09,WAM00068006,,20.0,37.9
2003-10-13,WAM00068006,,21.0,38.4
2003-10-14,WAM00068006,,21.5,36.7
2003-10-19,WAM00068006,,13.0,33.9
2003-10-20,WAM00068006,,12.0,32.4
2003-10-21,WAM00068006,,17.2,
2003-10-24,WAM00068006,13.2,17.5,35.1
2003-10-28,WAM00068006,,22.5,35.6
2003-11-09,WAM00068006,,20.5,
2004-07-31,WAM00068006,,7.8,31.0
2004-08-01,WAM00068006,,9.3,31.0
2004-08-02,WAM00068006,0.0,10.6,32.9
2004-08-03,WAM00068006,,11.4,33.9
2004-08-04,WAM00068006,0.0,12.4,34.2
2004-08-12,WAM00068006,,15.4,34.4
2004-08-13,WAM00068006,,12.0,32.6
2004-08-14,WAM00068006,,11.3,32.0
2004-08-15,WAM00068006,,10.6,32.1
2004-08-18,WAM00068006,,14.1,35.0
2004-08-19,WAM00068006,0.0,15.1,35.0
2004-08-20,WAM00068006,,13.2,35.0
2004-08-29,WAM00068006,,14.0,35.1
2004-08-30,WAM00068006,,15.2,34.8
2004-08-31,WAM00068006,,18.7,36.5
2004-09-01,WAM00068006,,15.6,37.2
2004-09-02,WAM00068006,,15.5,37.2
2004-09-03,WAM00068006,0.0,13.8,37.2
2004-09-04,WAM00068006,,11.7,35.6
2004-09-05,WAM00068006,0.0,10.9,36.3
2004-09-06,WAM00068006,,10.8,36.8
2004-09-07,WAM00068006,,14.5,34.9
2004-09-08,WAM00068006,,12.2,37.1
2004-09-09,WAM00068006,,10.6,37.1
2004-09-10,WAM00068006,0.0,12.2,37.1
2004-09-11,WAM00068006,,16.7,37.3
2004-09-12,WAM00068006,0.0,14.7,37.8
2004-09-13,WAM00068006,,17.9,37.8
2004-09-24,WAM00068006,,21.5,34.8
2004-09-25,WAM00068006,0.0,12.6,34.8
2004-09-26,WAM00068006,,7.9,33.7
2004-09-27,WAM00068006,,13.1,36.7
2004-09-28,WAM00068006,0.0,16.5,36.9
2004-09-29,WAM00068006,,15.6,36.9
2004-09-30,WAM00068006,,22.3,36.8
2004-10-01,WAM00068006,,21.5,36.8
2004-10-02,WAM00068006,0.0,20.7,36.8
2004-10-03,WAM00068006,0.0,15.5,37.0
2004-10-04,WAM00068006,,17.4,38.4
2004-10-05,WAM00068006,,16.8,39.2
2004-10-06,WAM00068006,,16.3,39.2
2004-10-07,WAM00068006,,15.9,38.6
2004-10-08,WAM00068006,,13.7,36.7
2004-10-09,WAM00068006,0.0,15.0,38.2
2004-10-10,WAM00068006,,17.8,38.2
2004-10-12,WAM00068006,,15.1,36.7
2004-10-14,WAM00068006,,15.7,37.9
2004-10-15,WAM00068006,0.3,19.2,38.6
2004-10-16,WAM00068006,,22.4,38.6
2004-10-29,WAM00068006,,22.5,39.5
2004-10-30,WAM00068006,0.0,21.5,39.0
2004-10-31,WAM00068006,,22.5,40.0
2004-11-01,WAM00068006,0.0,22.1,40.0
2004-11-02,WAM00068006,0.0,21.8,38.9
2004-11-03,WAM00068006,0.0,22.8,40.1
2004-11-10,WAM00068006,1.0,23.5,38.4
2004-11-11,WAM00068006,,20.4,36.1
2004-11-14,WAM00068006,18.3,19.8,33.6
2004-11-15,WAM00068006,,20.7,32.4
2004-11-18,WAM00068006,0.8,21.6,31.4
2004-11-19,WAM00068006,0.3,19.4,32.5
2004-11-20,WAM00068006,,22.3,34.6
2004-11-21,WAM00068006,0.5,21.5,34.6
2004-11-22,WAM00068006,0.5,21.7,34.5
2004-11-26,WAM00068006,2.0,22.0,37.2
2004-11-27,WAM00068006,,21.4,37.2
2004-11-28,WAM00068006,0.0,20.5,37.7
2004-11-30,WAM00068006,,19.9,37.6
2004-12-01,WAM00068006,0.0,21.3,37.6
2004-12-10,WAM00068006,,18.9,38.1
2004-12-11,WAM00068006,0.0,21.0,38.1
2004-12-12,WAM00068006,0.5,22.0,39.4
2004-12-13,WAM00068006,,22.9,39.4
2004-12-14,WAM00068006,,21.8,39.8
2004-12-15,WAM00068006,,19.8,39.8
2004-12-16,WAM00068006,,18.8,39.0
2004-12-29,WAM00068006,2.0,23.5,39.0
2004-12-30,WAM00068006,0.3,23.4,39.0
2004-12-31,WAM00068006,,22.3,36.9
2005-01-01,WAM00068006,0.8,21.6,37.5
2005-01-02,WAM00068006,0.8,,37.0
2005-01-03,WAM00068006,0.0,22.4,36.1
2005-01-04,WAM00068006,0.3,,37.8
2005-01-05,WAM00068006,5.1,,37.3
2005-01-06,WAM00068006,12.2,21.2,36.7
2005-01-07,WAM00068006,5.1,20.6,37.5
2005-01-08,WAM00068006,,21.0,37.4
2005-01-09,WAM00068006,,23.6,39.7
2005-01-10,WAM00068006,0.3,23.7,39.7
2005-01-11,WAM00068006,0.5,,37.1
2005-01-12,WAM00068006,0.0,,32.1
2005-01-13,WAM00068006,2.3,,32.9
2005-01-14,WAM00068006,0.3,,32.9
2005-01-15,WAM00068006,1.0,,32.7
2005-01-16,WAM00068006,0.5,20.0,32.7
2005-01-17,WAM00068006,29.7,,30.6
2005-01-18,WAM00068006,27.2,20.3,32.0
2005-01-19,WAM00068006,6.1,20.6,32.0
2005-01-20,WAM00068006,0.3,,33.7
2005-01-21,WAM00068006,0.3,19.6,33.7
2005-01-22,WAM00068006,,,31.9
2005-01-23,WAM00068006,0.3,,31.8
2005-02-07,WAM00068006,,20.7,35.8
2005-02-08,WAM00068006,0.0,,37.0
2005-02-09,WAM00068006,4.3,20.9,37.0
2005-02-10,WAM00068006,,21.8,36.5
2005-02-11,WAM00068006,,,36.3
2005-02-12,WAM00068006,0.0,,36.4
2005-02-13,WAM00068006,16.3,19.8,36.4
2005-02-14,WAM00068006,20.3,,32.8
2005-02-15,WAM00068006,3.3,,31.2
2005-02-16,WAM00068006,0.3,,31.2
2005-02-17,WAM00068006,4.3,,30.0
2005-02-18,WAM00068006,12.2,,29.3
2005-02-19,WAM00068006,0.3,,31.9
2005-02-20,WAM00068006,,18.0,33.9
2005-02-21,WAM00068006,,,35.5
2005-02-22,WAM00068006,0.0,,36.7
2005-02-23,WAM00068006,0.0,19.0,36.7
2005-02-24,WAM00068006,,19.0,37.2
2005-02-25,WAM00068006,,,37.2
2005-02-26,WAM00068006,0.0,,37.7
2005-02-27,WAM00068006,,20.6,37.7
2005-02-28,WAM00068006,0.3,,37.3
2005-03-01,WAM00068006,0.0,,37.5
2005-03-02,WAM00068006,,,38.1
2005-03-03,WAM00068006,0.0,,38.9
2005-03-04,WAM00068006,,22.7,39.0
2005-03-05,WAM00068006,,21.6,39.0
2005-03-17,WAM00068006,,19.0,31.9
2005-03-18,WAM00068006,,,31.9
2005-03-19,WAM00068006,,,31.9
2005-03-22,WAM00068006,0.5,,31.7
2005-03-23,WAM00068006,0.0,19.7,32.5
2005-03-24,WAM00068006,4.8,,32.5
2005-03-25,WAM00068006,,,31.6
2005-03-26,WAM00068006,0.0,,31.6
2005-03-27,WAM00068006,0.0,16.3,32.0
2005-03-28,WAM00068006,0.0,,33.2
2005-03-29,WAM00068006,0.0,,35.3
2005-03-30,WAM00068006,,16.9,35.5
2005-03-31,WAM00068006,0.3,,35.5
2005-04-01,WAM00068006,,,34.0
2005-04-02,WAM00068006,0.3,19.8,34.2
2005-04-03,WAM00068006,5.3,21.0,34.2
2005-04-04,WAM00068006,6.6,20.5,32.9
2005-04-05,WAM00068006,0.5,,32.9
2005-04-06,WAM00068006,,17.6,33.3
2005-04-07,WAM00068006,0.0,15.9,35.6
2005-04-12,WAM00068006,,,36.0
2005-04-13,WAM00068006,,19.7,36.1
2005-04-14,WAM00068006,,17.9,36.1
2005-04-15,WAM00068006,0.0,,36.2
2005-04-16,WAM00068006,,,36.2
2005-04-17,WAM00068006,,,35.7
2005-04-18,WAM00068006,0.0,,36.1
2005-04-19,WAM00068006,,16.0,36.1
2005-04-20,WAM00068006,,14.9,36.0
2005-04-21,WAM00068006,,17.3,36.5
2005-04-22,WAM00068006,,,36.5
2005-04-23,WAM00068006,,15.9,36.1
2005-04-24,WAM00068006,,14.3,35.3
2005-04-25,WAM00068006,0.0,14.6,35.5
2005-04-26,WAM00068006,0.0,,35.7
2005-04-27,WAM00068006,0.0,,36.1
2005-04-28,WAM00068006,0.0,,36.3
2005-04-29,WAM00068006,,,36.3
2005-04-30,WAM00068006,0.0,,32.8
2005-05-01,WAM00068006,0.0,15.0,33.1
2005-05-02,WAM00068006,,,33.1
2005-05-03,WAM00068006,,14.0,33.6
2005-05-04,WAM00068006,0.0,,33.6
2005-05-05,WAM00068006,,,34.3
2005-05-06,WAM00068006,,14.0,35.1
2005-05-07,WAM00068006,,,35.4
2005-05-08,WAM00068006,,14.5,35.9
2005-05-09,WAM00068006,0.0,,35.9
2005-05-10,WAM00068006,0.0,14.4,35.5
2005-05-11,WAM00068006,0.0,15.0,34.6
2005-05-12,WAM00068006,0.0,,33.2
2005-05-13,WAM00068006,0.0,,33.1
2005-05-14,WAM00068006,0.0,,33.1
2005-05-15,WAM00068006,0.3,16.1,33.0
2005-05-16,WAM00068006,,,33.0
2005-05-17,WAM00068006,,,33.0
2005-05-18,WAM00068006,,,34.3
2005-05-19,WAM00068006,0.0,,34.3
2005-05-20,WAM00068006,,15.0,34.2
2005-05-21,WAM00068006,0.0,12.0,33.0
2005-05-22,WAM00068006,0.0,14.0,31.9
2005-05-23,WAM00068006,0.0,13.8,32.7
2005-05-24,WAM00068006,0.0,12.7,32.7
2005-05-25,WAM00068006,0.0,13.8,32.5
2005-05-26,WAM00068006,,11.2,32.4
2005-05-27,WAM00068006,,,32.4
2005-05-28,WAM00068006,0.0,13.6,32.6
2005-05-29,WAM00068006,0.3,,32.6
2005-05-30,WAM00068006,,,33.8
2005-05-31,WAM00068006,,13.0,33.8
2005-06-08,WAM00068006,,,32.5
2005-06-09,WAM00068006,0.0,10.4,32.5
2005-06-10,WAM00068006,,10.9,32.8
2005-06-11,WAM00068006,0.0,11.2,33.2
2005-06-12,WAM00068006,0.0,10.7,33.2
2005-06-13,WAM00068006,0.0,10.6,32.8
2005-06-14,WAM00068006,0.0,12.9,32.8
2005-06-15,WAM00068006,,,32.3
2005-06-16,WAM00068006,,10.9,33.2
2005-06-17,WAM00068006,,14.3,33.2
2005-06-18,WAM00068006,0.0,13.9,32.0
2005-06-19,WAM00068006,,,32.0
2005-06-20,WAM00068006,,,
2005-06-21,WAM00068006,0.0,9.0,30.5
2005-06-22,WAM00068006,,10.9,30.5
2005-06-23,WAM00068006,0.0,,29.4
2005-06-24,WAM00068006,0.0,7.9,28.2
2005-06-25,WAM00068006,0.0,11.0,29.5
2005-06-26,WAM00068006,,,30.3
2005-06-27,WAM00068006,0.0,,31.1
2005-06-28,WAM00068006,,,31.1
2005-06-29,WAM00068006,,12.3,30.9
2005-06-30,WAM00068006,,13.0,31.1
2005-07-01,WAM00068006,,,31.1
2005-07-02,WAM00068006,,,29.8
2005-07-03,WAM00068006,0.0,10.0,28.9
2005-07-04,WAM00068006,,,28.5
2005-07-21,WAM00068006,,,31.1
2005-07-22,WAM00068006,,10.0,32.0
2005-07-23,WAM00068006,,,32.1
2005-07-24,WAM00068006,,,32.4
2005-07-25,WAM00068006,,,32.4
2005-07-26,WAM00068006,,10.3,31.8
2005-07-27,WAM00068006,,,31.3
2005-07-28,WAM00068006,,,31.8
2005-07-29,WAM00068006,,,31.8
2005-07-30,WAM00068006,,9.9,31.5
2005-07-31,WAM00068006,,,30.2
2005-08-01,WAM00068006,,11.5,30.3
2005-08-02,WAM00068006,,9.9,31.5
2005-08-03,WAM00068006,,10.3,32.1
2005-08-04,WAM00068006,,,33.4
2005-08-05,WAM00068006,,,33.5
2005-08-06,WAM00068006,,13.8,33.5
2005-08-07,WAM00068006,,,32.9
2005-08-08,WAM00068006,,11.7,32.9
2005-08-09,WAM00068006,,6.8,
2005-08-10,WAM00068006,,6.2,29.2
2005-08-11,WAM00068006,,,32.0
2005-08-12,WAM00068006,,10.9,33.7
2005-08-13,WAM00068006,,10.5,34.5
2005-08-14,WAM00068006,,16.1,34.5
2005-08-15,WAM00068006,,16.0,33.4
2005-08-16,WAM00068006,,12.9,32.5
2005-08-17,WAM00068006,,10.3,32.5
2005-08-18,WAM00068006,,,32.2
2005-08-19,WAM00068006,,13.9,35.3
2005-08-20,WAM00068006,,,35.3
2005-08-21,WAM00068006,,,34.3
2005-08-22,WAM00068006,,14.0,34.3
2005-08-23,WAM00068006,,12.4,35.5
2005-08-24,WAM00068006,,15.5,35.6
2005-08-25,WAM00068006,,,36.6
2005-08-26,WAM00068006,,14.1,36.6
2005-08-27,WAM00068006,,,35.4
2005-08-28,WAM00068006,,13.6,35.8
2005-08-29,WAM00068006,,,35.8
2005-09-01,WAM00068006,,,35.7
2005-09-02,WAM00068006,,17.0,35.7
2005-09-03,WAM00068006,,17.0,36.4
2005-09-04,WAM00068006,,,36.4
2005-09-05,WAM00068006,,14.9,32.8
2005-09-06,WAM00068006,,,34.2
2005-09-07,WAM00068006,,,36.6
2005-09-08,WAM00068006,,,38.4
2005-09-09,WAM00068006,0.3,17.6,38.4
2005-09-10,WAM00068006,0.0,17.4,37.0
2005-09-11,WAM00068006,,15.7,37.0
2005-09-12,WAM00068006,,15.0,36.3
2005-09-13,WAM00068006,,,36.1
2005-09-14,WAM00068006,,16.9,36.7
2005-09-15,WAM00068006,,,36.7
2005-09-16,WAM00068006,,,35.7
2005-09-17,WAM00068006,,,36.5
2005-09-18,WAM00068006,,,37.8
2005-09-19,WAM00068006,,,37.8
2005-09-20,WAM00068006,,,37.8
2005-09-21,WAM00068006,,,37.9
2005-09-22,WAM00068006,,,39.1
2005-09-23,WAM00068006,,,39.5
2005-09-24,WAM00068006,,,39.5
2005-09-25,WAM00068006,,18.3,39.5
2005-09-26,WAM00068006,,15.5,37.9
2005-09-27,WAM00068006,,,34.2
2005-09-28,WAM00068006,,11.9,33.7
2005-09-29,WAM00068006,,14.5,34.2
