DATE,STATION,TMAX,TMIN,PRCP
2008-01-20,WAM00068098,24.1,15.8,
2008-01-21,WAM00068098,23.4,17.0,
2008-01-22,WAM00068098,,17.1,
2008-01-23,WAM00068098,25.8,16.3,
2008-01-24,WAM00068098,23.2,15.8,
2008-01-25,WAM00068098,23.0,16.5,
2008-01-27,WAM00068098,27.8,17.4,
2008-01-28,WAM00068098,28.4,17.8,
2008-01-29,WAM00068098,25.7,18.6,
2008-01-30,WAM00068098,26.8,19.0,
2008-01-31,WAM00068098,28.0,19.1,
2008-02-01,WAM00068098,31.1,18.8,
2008-02-02,WAM00068098,33.0,19.8,
2008-02-03,WAM00068098,27.6,19.9,
2008-02-04,WAM00068098,27.6,19.1,
2008-02-05,WAM00068098,26.4,17.8,
2008-02-06,WAM00068098,27.0,19.5,0.5
2008-02-07,WAM00068098,27.5,19.6,
2008-02-08,WAM00068098,27.5,20.0,
2008-02-09,WAM00068098,27.5,20.8,
2008-02-10,WAM00068098,28.8,20.7,
2008-02-11,WAM00068098,29.5,18.8,
2008-02-12,WAM00068098,29.5,18.5,
2008-02-13,WAM00068098,26.6,19.5,
2008-02-14,WAM00068098,27.9,18.7,
2008-02-15,WAM00068098,28.6,15.7,
2008-02-16,WAM00068098,28.6,17.4,
2008-02-17,WAM00068098,28.6,16.7,
2008-02-18,WAM00068098,31.6,16.5,0.3
2008-02-19,WAM00068098,31.6,16.1,
2008-02-20,WAM00068098,28.6,17.1,
2008-02-21,WAM00068098,27.4,18.0,
2008-02-22,WAM00068098,27.5,16.8,
2008-02-23,WAM00068098,28.2,17.3,
2008-02-24,WAM00068098,28.2,17.5,
2008-02-25,WAM00068098,26.3,17.2,0.3
2008-02-26,WAM00068098,27.4,17.0,
2008-02-27,WAM00068098,27.4,15.3,
2008-02-28,WAM00068098,25.0,14.4,
2008-02-29,WAM00068098,25.1,15.1,
2008-03-01,WAM00068098,25.5,15.4,
2008-03-02,WAM00068098,30.5,17.0,
2008-03-03,WAM00068098,36.3,21.0,
2008-03-04,WAM00068098,38.8,21.9,0.3
2008-03-05,WAM00068098,38.8,22.2,
2008-03-06,WAM00068098,39.8,24.4,
2008-03-07,WAM00068098,39.8,22.2,
2008-03-08,WAM00068098,35.8,21.4,
2008-03-09,WAM00068098,34.3,16.3,
2008-03-10,WAM00068098,26.9,15.5,
2008-03-11,WAM00068098,27.8,15.6,
2008-03-12,WAM00068098,27.8,15.0,
2008-03-13,WAM00068098,23.5,15.8,
2008-03-14,WAM00068098,23.7,17.7,
2008-03-15,WAM00068098,24.2,17.0,
2008-03-16,WAM00068098,26.2,15.8,
2008-03-17,WAM00068098,24.5,16.9,
2008-03-18,WAM00068098,28.5,18.6,
2008-03-19,WAM00068098,28.6,20.2,
2008-03-20,WAM00068098,28.9,16.8,
2008-03-21,WAM00068098,30.1,16.9,
2008-03-22,WAM00068098,26.9,,
2008-03-23,WAM00068098,27.4,13.7,
2008-03-24,WAM00068098,27.4,13.5,
2008-03-25,WAM00068098,26.9,13.7,
2008-03-26,WAM00068098,33.4,12.7,
2008-03-27,WAM00068098,33.4,14.4,
2008-03-28,WAM00068098,29.4,14.5,
2008-03-29,WAM00068098,30.2,15.8,3.0
2008-03-30,WAM00068098,30.2,17.8,5.6
2008-03-31,WAM00068098,32.4,17.1,5.6
2008-04-01,WAM00068098,35.1,20.0,
2008-04-02,WAM00068098,35.1,19.2,0.3
2008-04-03,WAM00068098,38.6,19.4,0.0
2008-04-04,WAM00068098,40.3,23.9,
2008-04-05,WAM00068098,,18.2,
2008-04-06,WAM00068098,30.3,15.1,
2008-04-07,WAM00068098,28.8,12.6,
2008-04-08,WAM00068098,26.5,12.9,
2008-04-10,WAM00068098,23.7,13.2,
2008-04-11,WAM00068098,24.7,13.4,
2008-04-12,WAM00068098,25.7,12.4,
2008-04-13,WAM00068098,25.7,12.8,
2008-04-14,WAM00068098,22.2,12.3,
2008-04-15,WAM00068098,23.9,12.8,
2008-04-16,WAM00068098,28.4,13.1,
2008-04-17,WAM00068098,35.1,15.4,
2008-04-18,WAM00068098,35.1,14.1,
2008-04-19,WAM00068098,26.8,12.8,
2008-04-20,WAM00068098,25.7,12.7,
2008-04-21,WAM00068098,38.2,12.2,
2008-04-22,WAM00068098,38.2,23.6,
2008-04-23,WAM00068098,38.4,21.9,
2008-04-24,WAM00068098,38.4,21.8,
2008-04-25,WAM00068098,38.4,19.6,
2008-04-26,WAM00068098,36.4,16.0,
2008-04-27,WAM00068098,33.9,13.0,
2008-04-28,WAM00068098,30.0,13.1,
2008-04-29,WAM00068098,29.4,11.6,
2008-04-30,WAM00068098,25.1,10.5,
2008-05-01,WAM00068098,23.3,11.4,
2008-05-02,WAM00068098,21.3,11.7,
2008-05-03,WAM00068098,19.9,11.4,
2008-05-04,WAM00068098,22.5,8.2,
2008-05-05,WAM00068098,24.0,7.4,
2008-05-06,WAM00068098,28.6,10.0,
2008-05-07,WAM00068098,28.6,9.5,
2008-05-08,WAM00068098,22.8,12.4,
2008-05-09,WAM00068098,22.8,12.9,
2008-05-10,WAM00068098,22.6,11.4,
2008-05-11,WAM00068098,26.1,9.0,
2008-05-12,WAM00068098,30.6,11.5,
2008-05-13,WAM00068098,34.1,14.9,
2008-05-14,WAM00068098,34.1,14.0,
2008-05-15,WAM00068098,30.4,12.4,
2008-05-16,WAM00068098,24.9,11.0,
2008-05-17,WAM00068098,32.6,10.8,
2008-05-18,WAM00068098,34.3,16.9,
2008-05-19,WAM00068098,,14.0,
2008-05-20,WAM00068098,22.4,13.7,
2008-05-21,WAM00068098,23.2,12.0,
2008-05-22,WAM00068098,20.0,11.4,
2008-05-23,WAM00068098,23.1,9.5,
2008-05-24,WAM00068098,22.4,7.1,
2008-05-25,WAM00068098,19.0,7.3,
2008-05-26,WAM00068098,17.4,6.7,
2008-05-27,WAM00068098,18.5,6.6,
2008-05-28,WAM00068098,20.7,9.3,
2008-05-29,WAM00068098,22.1,8.9,
2008-05-30,WAM00068098,21.1,10.8,
2008-06-01,WAM00068098,17.9,8.7,
2008-06-02,WAM00068098,19.9,10.5,
2008-06-03,WAM00068098,21.3,5.0,
2008-06-04,WAM00068098,26.0,5.4,
2008-06-05,WAM00068098,31.0,9.3,
2008-06-06,WAM00068098,29.8,12.6,
2008-06-07,WAM00068098,21.5,8.0,
2008-06-08,WAM00068098,20.4,6.1,
2008-06-09,WAM00068098,19.8,9.1,
2008-06-10,WAM00068098,22.6,8.0,
2008-06-11,WAM00068098,23.9,8.4,
2008-06-12,WAM00068098,29.9,8.9,
2008-06-13,WAM00068098,33.4,12.9,
2008-06-14,WAM00068098,,16.8,
2008-06-15,WAM00068098,32.9,16.6,
2008-06-16,WAM00068098,25.1,12.5,
2008-06-17,WAM00068098,15.5,10.5,
2008-06-18,WAM00068098,20.4,12.6,
2008-06-22,WAM00068098,20.6,5.1,
2008-06-23,WAM00068098,20.6,7.0,
2008-06-24,WAM00068098,32.2,7.5,
2008-06-25,WAM00068098,35.9,18.4,
2008-06-26,WAM00068098,35.5,,
2008-06-29,WAM00068098,33.3,11.2,
2008-07-03,WAM00068098,21.4,,
2008-07-04,WAM00068098,21.5,9.5,
2008-07-05,WAM00068098,,,
2008-07-07,WAM00068098,21.9,5.0,
2008-07-08,WAM00068098,20.2,7.4,
2008-07-09,WAM00068098,21.5,8.0,
2008-07-10,WAM00068098,,4.4,
2008-07-11,WAM00068098,20.0,4.7,
2008-07-12,WAM00068098,18.9,3.9,
2008-07-13,WAM00068098,22.9,5.0,
2008-07-14,WAM00068098,21.5,5.6,
2008-07-15,WAM00068098,20.9,7.5,
2008-07-16,WAM00068098,26.1,8.1,
2008-07-17,WAM00068098,33.4,11.5,
2008-07-19,WAM00068098,33.4,14.3,
2008-07-20,WAM00068098,33.4,15.4,
2008-07-21,WAM00068098,33.5,18.2,
2008-07-22,WAM00068098,34.4,14.9,
2008-07-23,WAM00068098,35.0,16.8,
2008-07-24,WAM00068098,23.2,11.7,
2008-07-25,WAM00068098,29.8,9.7,
2008-07-27,WAM00068098,25.0,6.9,
2008-07-28,WAM00068098,25.7,6.9,
2008-07-29,WAM00068098,,12.5,
2008-07-30,WAM00068098,21.9,8.1,
2008-07-31,WAM00068098,25.0,8.0,
2008-08-01,WAM00068098,23.0,8.0,
2008-08-03,WAM00068098,25.7,10.0,
2008-08-04,WAM00068098,22.2,7.7,
2008-08-05,WAM00068098,,7.5,
2008-08-06,WAM00068098,21.0,11.9,
2008-08-07,WAM00068098,17.4,9.2,
2008-08-08,WAM00068098,17.4,10.6,
2008-08-10,WAM00068098,36.5,,
2008-08-11,WAM00068098,,21.6,
2008-08-12,WAM00068098,19.0,11.9,
2008-08-13,WAM00068098,25.1,12.6,
2008-08-14,WAM00068098,17.3,13.5,
2008-08-17,WAM00068098,20.2,8.4,
2008-08-18,WAM00068098,21.9,11.5,
2008-08-19,WAM00068098,20.5,13.4,
2008-08-20,WAM00068098,18.0,13.5,
2008-08-21,WAM00068098,23.9,,
2008-08-22,WAM00068098,23.5,12.4,
2008-08-23,WAM00068098,23.0,10.2,
2008-08-24,WAM00068098,,7.8,
2008-08-25,WAM00068098,21.8,6.2,
2008-08-27,WAM00068098,17.7,8.4,
2008-08-28,WAM00068098,20.2,5.4,
2008-08-29,WAM00068098,20.4,6.2,
2008-08-30,WAM00068098,21.3,5.2,
2008-08-31,WAM00068098,22.8,7.1,
2008-09-01,WAM00068098,25.7,5.7,
2008-09-02,WAM00068098,22.0,8.5,
2008-09-03,WAM00068098,22.8,9.4,
2008-09-04,WAM00068098,15.3,8.6,
2008-09-05,WAM00068098,21.9,8.6,
2008-09-06,WAM00068098,21.0,8.1,
2008-09-07,WAM00068098,17.9,10.4,
2008-09-08,WAM00068098,,10.7,
2008-09-09,WAM00068098,21.8,7.7,
2008-09-10,WAM00068098,24.4,6.9,
2008-09-12,WAM00068098,,9.6,
2008-09-13,WAM00068098,18.0,13.3,
2008-09-14,WAM00068098,19.5,14.1,
2008-09-15,WAM00068098,23.6,8.7,
2008-09-16,WAM00068098,23.3,5.7,
2008-09-17,WAM00068098,20.6,7.4,
2008-09-18,WAM00068098,21.5,12.2,
2008-09-19,WAM00068098,,7.9,
2008-09-21,WAM00068098,18.1,10.1,
2008-09-22,WAM00068098,20.9,12.1,
2008-09-23,WAM00068098,,10.4,
2008-09-24,WAM00068098,24.2,6.5,
2008-09-27,WAM00068098,,8.1,
2008-09-28,WAM00068098,23.4,7.9,
2008-09-29,WAM00068098,20.7,11.9,
2008-09-30,WAM00068098,,10.8,
2008-10-01,WAM00068098,23.2,13.0,
2008-10-02,WAM00068098,21.7,6.4,
2008-10-03,WAM00068098,21.3,7.4,
2008-10-04,WAM00068098,,6.9,
2008-10-05,WAM00068098,20.0,11.0,
2008-10-06,WAM00068098,20.0,11.5,
2008-10-07,WAM00068098,23.8,10.4,
2008-10-08,WAM00068098,24.9,8.7,
2008-10-09,WAM00068098,19.2,10.1,
2008-10-10,WAM00068098,,10.9,
2008-10-11,WAM00068098,25.0,10.4,
2008-10-12,WAM00068098,23.8,10.4,
2008-10-13,WAM00068098,20.7,12.6,
2008-10-14,WAM00068098,21.0,12.4,
2008-10-15,WAM00068098,23.9,11.4,
2008-10-16,WAM00068098,24.8,12.0,
2008-10-17,WAM00068098,19.7,11.0,
2008-10-18,WAM00068098,21.5,8.4,
2008-10-19,WAM00068098,,9.0,
2008-10-20,WAM00068098,22.2,12.4,
2008-10-21,WAM00068098,22.9,11.8,
2008-10-22,WAM00068098,24.4,9.4,
2008-10-23,WAM00068098,,11.4,
2008-10-24,WAM00068098,22.1,13.5,
2008-10-25,WAM00068098,21.8,13.5,
2008-10-26,WAM00068098,29.6,,
2008-10-27,WAM00068098,26.6,14.1,
2008-10-28,WAM00068098,24.8,14.2,
2008-10-29,WAM00068098,25.1,14.0,
2008-10-30,WAM00068098,25.2,12.6,
2008-10-31,WAM00068098,,12.0,
2008-11-01,WAM00068098,22.2,12.5,
2008-11-02,WAM00068098,23.7,12.4,
2008-11-03,WAM00068098,23.4,9.5,
2008-11-04,WAM00068098,20.9,10.6,
2008-11-05,WAM00068098,22.9,14.5,
2008-11-07,WAM00068098,23.8,12.0,
2008-11-08,WAM00068098,19.7,11.2,
2008-11-09,WAM00068098,21.0,13.9,
2008-11-10,WAM00068098,,14.4,
2008-11-12,WAM00068098,23.1,10.5,
2008-11-13,WAM00068098,23.4,10.7,
2008-11-14,WAM00068098,24.0,11.5,
2008-11-15,WAM00068098,22.0,12.0,
2008-11-16,WAM00068098,22.5,13.1,
2008-11-17,WAM00068098,22.5,12.5,
2008-11-18,WAM00068098,19.5,11.5,
2008-11-19,WAM00068098,19.4,12.5,
2008-11-20,WAM00068098,23.0,14.1,
2008-11-21,WAM00068098,24.5,12.8,
2008-11-22,WAM00068098,23.5,14.6,
2008-11-23,WAM00068098,21.2,15.4,
2008-11-24,WAM00068098,23.0,14.8,
2008-11-25,WAM00068098,28.3,15.7,
2008-11-26,WAM00068098,24.5,,1.8
2008-11-27,WAM00068098,26.0,17.2,0.0
2008-11-28,WAM00068098,,15.5,
2008-11-29,WAM00068098,25.4,15.2,
2008-11-30,WAM00068098,27.8,,
2008-12-01,WAM00068098,31.0,15.0,
2008-12-02,WAM00068098,27.0,15.5,
2008-12-03,WAM00068098,29.7,15.6,
2008-12-05,WAM00068098,,16.5,
2008-12-06,WAM00068098,27.2,14.8,
2008-12-07,WAM00068098,25.9,16.0,
2008-12-08,WAM00068098,,15.7,
2008-12-09,WAM00068098,28.2,18.7,
2008-12-10,WAM00068098,,16.5,
2008-12-11,WAM00068098,23.5,15.5,
2008-12-12,WAM00068098,24.4,15.8,
2008-12-13,WAM00068098,22.8,16.5,
2008-12-14,WAM00068098,25.2,16.4,
2008-12-15,WAM00068098,27.2,17.1,
2008-12-16,WAM00068098,27.0,17.5,
2008-12-18,WAM00068098,23.2,16.1,
2008-12-20,WAM00068098,25.5,17.1,
2008-12-21,WAM00068098,26.2,17.1,
2008-12-22,WAM00068098,25.4,17.0,
2008-12-23,WAM00068098,25.2,17.8,
2008-12-24,WAM00068098,20.8,14.5,
2008-12-25,WAM00068098,23.9,13.6,
2008-12-26,WAM00068098,24.0,15.6,
2008-12-27,WAM00068098,23.2,16.0,
2008-12-28,WAM00068098,25.7,13.7,
2008-12-29,WAM00068098,25.0,11.4,
2008-12-30,WAM00068098,24.9,12.4,
2008-12-31,WAM00068098,26.6,13.5,
2009-01-01,WAM00068098,27.2,15.5,
2009-01-02,WAM00068098,27.4,12.5,
2009-01-03,WAM00068098,27.2,13.0,
2009-01-04,WAM00068098,26.5,12.4,
2009-01-05,WAM00068098,26.8,13.2,
2009-01-06,WAM00068098,25.3,14.0,
2009-01-07,WAM00068098,27.1,18.0,
2009-01-08,WAM00068098,,16.0,
2009-01-09,WAM00068098,28.2,14.4,
2009-01-10,WAM00068098,26.5,16.5,
2009-01-11,WAM00068098,,16.6,
2009-01-12,WAM00068098,26.1,13.5,
2009-01-14,WAM00068098,26.9,13.6,
2009-01-15,WAM00068098,24.5,15.1,
2009-01-17,WAM00068098,23.5,17.5,
2009-01-18,WAM00068098,,17.4,
2009-01-19,WAM00068098,27.4,18.0,
2009-01-20,WAM00068098,25.9,18.4,
2009-01-21,WAM00068098,24.4,18.0,5.3
2009-01-22,WAM00068098,24.5,18.5,0.0
2009-01-23,WAM00068098,24.5,18.0,
2009-01-24,WAM00068098,,17.5,
2009-01-26,WAM00068098,26.0,17.6,
2009-01-27,WAM00068098,24.6,17.0,
2009-01-28,WAM00068098,22.9,16.9,
2009-01-29,WAM00068098,24.2,16.2,
2009-01-30,WAM00068098,23.1,15.8,
2009-02-02,WAM00068098,24.5,18.2,
2009-02-03,WAM00068098,23.6,16.5,
2009-02-18,WAM00068098,,20.2,
2009-02-19,WAM00068098,29.9,18.0,
2009-02-20,WAM00068098,28.3,17.6,
2009-02-21,WAM00068098,28.5,16.6,
2009-02-23,WAM00068098,29.9,16.8,
2009-02-24,WAM00068098,32.3,18.2,
2009-02-25,WAM00068098,32.9,21.2,
2009-02-26,WAM00068098,32.9,20.1,
2009-02-27,WAM00068098,27.5,17.0,
2009-02-28,WAM00068098,,17.4,
2009-03-01,WAM00068098,25.4,15.6,
2009-03-06,WAM00068098,39.4,18.4,0.3
2009-03-08,WAM00068098,38.9,22.0,
2009-03-09,WAM00068098,30.6,20.4,
2009-03-10,WAM00068098,,19.3,
2009-03-11,WAM00068098,26.9,18.4,
2009-03-12,WAM00068098,25.4,,
2009-03-13,WAM00068098,26.5,,
2009-03-14,WAM00068098,27.1,16.9,
2009-03-15,WAM00068098,27.1,,
2009-03-16,WAM00068098,26.6,,
2009-03-17,WAM00068098,22.9,,
2009-03-18,WAM00068098,19.1,11.6,
2009-03-19,WAM00068098,22.0,,
2009-03-20,WAM00068098,21.9,,
2009-03-21,WAM00068098,,,
2009-03-22,WAM00068098,25.0,12.9,
2009-03-23,WAM00068098,26.0,12.5,
2009-03-24,WAM00068098,28.1,12.9,
2009-03-25,WAM00068098,,14.9,
2009-03-26,WAM00068098,,,
2009-03-27,WAM00068098,31.1,,
2009-03-28,WAM00068098,,,
2009-03-29,WAM00068098,39.1,,
2009-03-30,WAM00068098,40.7,24.5,
2009-03-31,WAM00068098,41.5,23.5,
2009-04-01,WAM00068098,36.0,,
2009-04-02,WAM00068098,29.5,14.0,
2009-04-03,WAM00068098,,14.5,
2009-04-04,WAM00068098,35.0,21.3,
2009-04-05,WAM00068098,35.5,,
2009-04-06,WAM00068098,32.0,15.0,
2009-04-07,WAM00068098,31.7,16.0,
2009-04-08,WAM00068098,31.5,,
2009-04-09,WAM00068098,,,
2009-04-10,WAM00068098,31.7,,
2009-04-11,WAM00068098,40.5,16.2,
2009-04-12,WAM00068098,38.0,21.8,
2009-04-13,WAM00068098,40.0,21.8,
2009-04-14,WAM00068098,39.8,,
2009-04-15,WAM00068098,,21.4,
2009-04-16,WAM00068098,28.5,16.2,
2009-04-18,WAM00068098,,12.4,
2009-04-19,WAM00068098,25.0,13.5,
2009-04-20,WAM00068098,25.5,12.4,
2009-04-21,WAM00068098,21.5,12.6,
2009-04-22,WAM00068098,,13.5,
2009-04-23,WAM00068098,22.8,14.0,
2009-04-24,WAM00068098,26.4,8.0,
2009-04-26,WAM00068098,,,
2009-04-27,WAM00068098,,15.4,
2009-04-28,WAM00068098,24.1,14.0,
2009-04-29,WAM00068098,25.5,12.4,
2009-05-01,WAM00068098,20.2,13.1,
2009-05-02,WAM00068098,19.2,14.0,
2009-05-06,WAM00068098,,10.1,
2009-05-07,WAM00068098,,10.5,
2009-05-08,WAM00068098,,7.5,
2009-05-09,WAM00068098,,11.0,
2009-05-10,WAM00068098,,13.6,
2009-05-11,WAM00068098,,13.1,
2009-05-12,WAM00068098,,8.7,
2009-05-14,WAM00068098,,9.2,
2009-05-15,WAM00068098,,8.6,
2009-05-16,WAM00068098,,12.6,
2009-05-17,WAM00068098,24.7,,
2009-05-18,WAM00068098,25.7,7.6,
2009-05-19,WAM00068098,29.4,10.9,
2009-05-20,WAM00068098,31.4,17.4,
2009-05-21,WAM00068098,24.7,13.3,
2009-05-22,WAM00068098,26.7,,
2009-05-23,WAM00068098,28.4,14.4,
2009-05-24,WAM00068098,20.9,,
2009-05-25,WAM00068098,26.2,8.5,
2009-05-26,WAM00068098,25.3,10.7,
2009-05-27,WAM00068098,20.0,10.2,
2009-05-28,WAM00068098,22.1,12.9,
2009-05-29,WAM00068098,21.8,9.4,
2009-05-30,WAM00068098,21.4,5.4,
2009-05-31,WAM00068098,23.0,5.1,
2009-06-01,WAM00068098,19.2,8.4,
2009-06-02,WAM00068098,20.5,6.3,
2009-06-03,WAM00068098,,5.0,
2009-06-04,WAM00068098,22.0,7.2,
2009-06-05,WAM00068098,21.7,6.2,
2009-06-06,WAM00068098,,8.1,
2009-06-07,WAM00068098,,8.0,
2009-06-08,WAM00068098,,9.0,
2009-06-10,WAM00068098,18.4,11.1,
2009-06-11,WAM00068098,,,
2009-06-14,WAM00068098,22.7,7.2,
2009-06-16,WAM00068098,19.5,8.6,
2009-06-17,WAM00068098,17.3,8.9,
2009-06-18,WAM00068098,18.5,9.4,
2009-06-20,WAM00068098,19.1,,
2009-06-22,WAM00068098,19.7,7.2,
2009-06-26,WAM00068098,35.5,,
2009-06-27,WAM00068098,,,
2009-06-28,WAM00068098,34.9,,
2009-06-29,WAM00068098,,,
2009-06-30,WAM00068098,,,
2009-07-01,WAM00068098,34.1,,
2009-07-02,WAM00068098,28.7,,
2009-07-03,WAM00068098,32.7,8.8,
2009-07-04,WAM00068098,32.7,,
2009-07-05,WAM00068098,32.9,16.6,
2009-07-06,WAM00068098,32.2,11.7,
2009-07-07,WAM00068098,32.4,17.4,
2009-07-09,WAM00068098,,17.8,
2009-07-10,WAM00068098,18.5,,
2009-07-11,WAM00068098,21.2,,
2009-07-12,WAM00068098,23.5,,
2009-07-13,WAM00068098,23.5,,
2009-07-14,WAM00068098,21.1,5.8,
2009-07-15,WAM00068098,24.9,5.4,
2009-07-16,WAM00068098,34.8,13.5,
2009-07-17,WAM00068098,35.1,21.0,
2009-07-18,WAM00068098,35.8,20.0,
2009-07-19,WAM00068098,35.8,21.3,
2009-07-20,WAM00068098,35.6,20.3,
2009-07-21,WAM00068098,,,
2009-07-22,WAM00068098,29.7,10.6,
2009-07-23,WAM00068098,23.2,,
2009-07-24,WAM00068098,33.3,10.9,
2009-07-25,WAM00068098,33.3,17.8,
2009-07-26,WAM00068098,32.6,17.3,
2009-07-27,WAM00068098,32.0,,
2009-07-28,WAM00068098,28.6,,
2009-07-29,WAM00068098,,9.8,
2009-07-30,WAM00068098,23.4,,
2009-07-31,WAM00068098,20.8,,
2009-08-01,WAM00068098,21.2,5.7,
2009-08-02,WAM00068098,30.5,,
2009-08-03,WAM00068098,30.5,10.5,
2009-08-04,WAM00068098,,9.6,
2009-08-05,WAM00068098,22.4,7.3,
2009-08-06,WAM00068098,23.6,6.2,
2009-08-07,WAM00068098,22.9,,
2009-08-08,WAM00068098,22.9,11.0,
2009-08-09,WAM00068098,19.9,9.7,
2009-08-10,WAM00068098,20.5,10.0,
2009-08-11,WAM00068098,27.2,,
2009-08-12,WAM00068098,27.2,9.9,
2009-08-13,WAM00068098,23.3,6.4,
2009-08-14,WAM00068098,23.3,8.5,
2009-08-15,WAM00068098,18.6,,
2009-08-16,WAM00068098,15.8,,
2009-08-17,WAM00068098,20.5,,
2009-08-18,WAM00068098,21.4,9.6,
2009-08-19,WAM00068098,21.4,,
2009-08-20,WAM00068098,,,
2009-08-21,WAM00068098,,,
2009-08-22,WAM00068098,,,
2009-08-23,WAM00068098,24.6,,
2009-08-25,WAM00068098,,,
2009-08-28,WAM00068098,,,
2009-08-29,WAM00068098,20.5,,
2009-08-30,WAM00068098,,8.8,
2009-09-01,WAM00068098,,12.3,
2009-09-02,WAM00068098,25.5,7.3,
2009-09-03,WAM00068098,25.2,,
2009-09-04,WAM00068098,25.2,,
2009-09-05,WAM00068098,20.7,,
2009-09-06,WAM00068098,22.0,10.9,
2009-09-07,WAM00068098,22.0,10.7,
2009-09-08,WAM00068098,21.7,,
2009-09-09,WAM00068098,21.7,,
2009-09-10,WAM00068098,21.3,,
2009-09-11,WAM00068098,,,
2009-09-12,WAM00068098,21.8,8.7,
2009-09-13,WAM00068098,18.6,11.2,
2009-09-14,WAM00068098,20.4,12.7,
2009-09-15,WAM00068098,22.4,,
2009-09-16,WAM00068098,22.4,,
2009-09-17,WAM00068098,21.1,7.0,
2009-09-18,WAM00068098,23.5,7.9,
2009-09-19,WAM00068098,,7.9,
2009-09-20,WAM00068098,19.6,10.5,
2009-09-21,WAM00068098,19.6,,
2009-09-22,WAM00068098,22.1,11.0,
2009-09-23,WAM00068098,22.7,,
2009-09-24,WAM00068098,22.2,11.7,
2009-09-25,WAM00068098,25.7,8.5,
2009-09-26,WAM00068098,25.7,9.9,
2009-09-27,WAM00068098,23.2,,
2009-09-28,WAM00068098,23.2,11.7,
2009-09-29,WAM00068098,22.7,11.4,
2009-09-30,WAM00068098,23.0,,
2009-10-01,WAM00068098,23.1,12.1,
2009-10-02,WAM00068098,23.9,12.0,
2009-10-03,WAM00068098,23.9,12.7,
2009-10-04,WAM00068098,21.3,,
2009-10-05,WAM00068098,20.3,,
2009-10-06,WAM00068098,23.4,8.4,
2009-10-07,WAM00068098,,,
2009-10-08,WAM00068098,24.9,10.0,
2009-10-09,WAM00068098,24.2,,
2009-10-10,WAM00068098,24.2,,
2009-10-11,WAM00068098,22.7,,
2009-10-12,WAM00068098,23.4,,
2009-10-13,WAM00068098,23.4,,
2009-10-14,WAM00068098,22.2,,
2009-10-15,WAM00068098,,,
2009-10-16,WAM00068098,26.7,9.9,
2009-10-19,WAM00068098,,13.1,
2009-10-20,WAM00068098,37.9,17.3,
2009-10-21,WAM00068098,30.2,16.2,
2009-10-22,WAM00068098,34.3,19.4,
2009-10-23,WAM00068098,34.3,14.5,
2009-10-24,WAM00068098,27.8,,
2009-10-25,WAM00068098,25.6,12.6,
2009-10-26,WAM00068098,25.6,,
2009-10-27,WAM00068098,26.5,10.6,
2009-10-28,WAM00068098,26.5,,
2009-10-29,WAM00068098,22.9,,
2009-10-30,WAM00068098,,11.2,
2009-11-02,WAM00068098,23.2,,
2009-11-03,WAM00068098,22.9,,
2009-11-04,WAM00068098,24.4,12.9,
2009-11-05,WAM00068098,24.4,11.9,
2009-11-06,WAM00068098,23.7,9.8,
2009-11-09,WAM00068098,25.8,13.8,
2009-11-10,WAM00068098,26.2,10.4,
2009-11-11,WAM00068098,26.2,,
2009-11-12,WAM00068098,24.8,13.9,
2009-11-13,WAM00068098,28.5,14.7,
2009-11-14,WAM00068098,28.5,9.8,
2009-11-15,WAM00068098,27.4,,
2009-11-16,WAM00068098,21.7,15.7,
2009-11-17,WAM00068098,24.9,15.5,
2009-11-18,WAM00068098,24.9,,
2009-11-19,WAM00068098,24.3,14.0,
2009-11-20,WAM00068098,23.8,,
2009-11-21,WAM00068098,23.4,,
2009-11-22,WAM00068098,23.4,,
2009-11-23,WAM00068098,24.0,,
2009-11-24,WAM00068098,24.0,14.4,
2009-11-25,WAM00068098,24.5,15.8,
2009-11-26,WAM00068098,26.7,,
2009-11-27,WAM00068098,26.7,14.9,
2009-11-28,WAM00068098,,14.8,
2009-11-29,WAM00068098,26.0,15.6,
2009-11-30,WAM00068098,25.9,,
2009-12-01,WAM00068098,24.3,,
2009-12-02,WAM00068098,25.1,11.2,
2009-12-03,WAM00068098,25.1,13.7,
2009-12-04,WAM00068098,25.0,,
2009-12-05,WAM00068098,25.3,,
2009-12-06,WAM00068098,27.0,14.9,
2009-12-07,WAM00068098,27.0,16.8,
2009-12-08,WAM00068098,27.4,14.4,
2009-12-09,WAM00068098,27.4,12.8,
2009-12-10,WAM00068098,27.7,12.4,
2009-12-14,WAM00068098,,,
2009-12-15,WAM00068098,25.6,,
2009-12-16,WAM00068098,26.4,16.0,
2009-12-17,WAM00068098,26.4,15.1,
2009-12-18,WAM00068098,25.9,15.6,
2009-12-19,WAM00068098,25.8,15.8,
2009-12-20,WAM00068098,25.8,,
2009-12-21,WAM00068098,27.2,14.5,
2009-12-22,WAM00068098,27.2,15.0,
2009-12-23,WAM00068098,26.3,14.0,
2009-12-24,WAM00068098,26.4,,
2009-12-25,WAM00068098,26.4,,
2009-12-26,WAM00068098,,14.4,
2009-12-27,WAM00068098,,16.7,
2009-12-28,WAM00068098,25.3,15.2,
2009-12-29,WAM00068098,25.3,13.8,
2009-12-30,WAM00068098,24.3,,
2009-12-31,WAM00068098,24.3,15.5,
2010-01-01,WAM00068098,23.7,15.7,
2010-01-02,WAM00068098,23.7,15.6,
