DATE,STATION,TMAX,TMIN,PRCP
2013-09-26,WAM00068098,21.9,,0.0
2013-09-27,WAM00068098,21.9,,
2013-09-28,WAM00068098,21.7,,0.3
2013-09-29,WAM00068098,22.5,8.8,0.0
2013-09-30,WAM00068098,22.5,,
2013-10-01,WAM00068098,23.3,,
2013-10-02,WAM00068098,25.8,,
2013-10-03,WAM00068098,25.8,10.9,
2013-10-04,WAM00068098,25.2,,
2013-10-05,WAM00068098,25.2,,
2013-10-06,WAM00068098,22.9,11.0,
2013-10-07,WAM00068098,22.9,10.0,
2013-10-08,WAM00068098,22.3,,
2013-10-09,WAM00068098,22.1,,
2013-10-10,WAM00068098,28.5,,
2013-10-11,WAM00068098,28.5,11.9,
2013-10-12,WAM00068098,24.0,12.0,
2013-10-13,WAM00068098,24.0,,
2013-10-14,WAM00068098,23.8,,
2013-10-15,WAM00068098,19.6,11.0,
2013-10-16,WAM00068098,25.3,,
2013-10-17,WAM00068098,25.8,,
2013-10-18,WAM00068098,23.8,10.2,
2013-10-19,WAM00068098,23.8,,
2013-10-20,WAM00068098,21.8,,
2013-10-21,WAM00068098,23.6,,
2013-10-22,WAM00068098,23.6,,
2013-10-23,WAM00068098,22.5,,
2013-10-24,WAM00068098,20.4,,
2013-10-25,WAM00068098,22.3,10.7,
2013-10-26,WAM00068098,22.4,11.1,
2013-10-27,WAM00068098,22.4,,
2013-10-28,WAM00068098,22.8,,
2013-10-29,WAM00068098,26.4,,
2013-10-30,WAM00068098,26.4,,
2013-10-31,WAM00068098,22.9,,
2013-11-01,WAM00068098,22.9,,
2013-11-02,WAM00068098,26.3,,
2013-11-03,WAM00068098,26.3,10.9,
2013-11-04,WAM00068098,21.2,,
2013-11-05,WAM00068098,21.1,,
2013-11-06,WAM00068098,21.2,,
2013-11-07,WAM00068098,26.4,,
2013-11-08,WAM00068098,26.4,,
2013-11-09,WAM00068098,24.7,,
2013-11-10,WAM00068098,24.7,10.9,
2013-11-11,WAM00068098,22.5,,
2013-11-13,WAM00068098,25.5,,
2013-11-14,WAM00068098,27.2,,
2013-11-15,WAM00068098,27.2,,
2013-11-16,WAM00068098,26.7,,
2013-11-17,WAM00068098,26.7,,
2013-11-18,WAM00068098,24.5,,
2013-11-19,WAM00068098,23.3,,
2013-11-20,WAM00068098,24.2,10.1,
2013-11-21,WAM00068098,24.2,,
2013-11-22,WAM00068098,24.4,,
2013-11-23,WAM00068098,24.7,,
2013-11-24,WAM00068098,24.7,,
2013-11-25,WAM00068098,24.1,13.5,
2013-11-26,WAM00068098,26.4,,
2013-11-27,WAM00068098,27.3,,
2013-11-28,WAM00068098,27.3,,
2013-11-29,WAM00068098,21.3,,
2013-11-30,WAM00068098,22.6,,
2013-12-01,WAM00068098,24.3,,
2013-12-02,WAM00068098,31.2,14.0,0.3
2013-12-03,WAM00068098,31.2,,0.0
2013-12-04,WAM00068098,21.9,,0.3
2013-12-05,WAM00068098,24.1,,0.0
2013-12-06,WAM00068098,24.1,,
2013-12-07,WAM00068098,25.6,,
2013-12-08,WAM00068098,26.2,16.9,
2013-12-09,WAM00068098,26.2,,
2013-12-10,WAM00068098,26.2,,
2013-12-12,WAM00068098,24.6,13.6,
2013-12-13,WAM00068098,24.6,12.7,
2013-12-18,WAM00068098,,,
2013-12-20,WAM00068098,24.7,,
2013-12-21,WAM00068098,27.9,,
2013-12-22,WAM00068098,27.9,17.0,
2013-12-23,WAM00068098,29.7,,
2013-12-24,WAM00068098,29.7,,
2013-12-25,WAM00068098,27.4,,
2013-12-26,WAM00068098,24.8,,
2013-12-27,WAM00068098,24.8,,
2013-12-28,WAM00068098,27.5,,
2013-12-29,WAM00068098,27.5,,
2013-12-30,WAM00068098,25.3,12.9,
2013-12-31,WAM00068098,21.7,,
2014-01-01,WAM00068098,24.1,,
2014-01-02,WAM00068098,24.1,15.9,
2014-01-03,WAM00068098,22.2,,
2014-01-05,WAM00068098,24.9,,
2014-01-06,WAM00068098,24.9,,
2014-01-07,WAM00068098,23.5,12.4,
2014-01-08,WAM00068098,25.9,,
2014-01-09,WAM00068098,25.9,13.6,
2014-01-10,WAM00068098,26.0,,
2014-01-11,WAM00068098,26.0,,
2014-01-12,WAM00068098,25.0,,
2014-01-13,WAM00068098,25.1,15.6,
2014-01-14,WAM00068098,25.1,,
2014-01-15,WAM00068098,27.0,,
2014-01-16,WAM00068098,27.0,,0.5
2014-01-17,WAM00068098,27.9,,0.0
2014-01-18,WAM00068098,29.7,,
2014-01-19,WAM00068098,29.7,,
2014-01-20,WAM00068098,25.1,,
2014-01-21,WAM00068098,24.7,15.1,
2014-01-22,WAM00068098,26.5,,
2014-01-23,WAM00068098,27.0,,
2014-01-24,WAM00068098,28.1,16.0,
2014-01-25,WAM00068098,28.1,,
2014-01-26,WAM00068098,23.7,,
2014-01-27,WAM00068098,23.5,,
2014-01-28,WAM00068098,24.5,,
2014-01-29,WAM00068098,26.5,,
2014-01-30,WAM00068098,26.5,,
2014-01-31,WAM00068098,25.3,,
2014-02-01,WAM00068098,23.8,,
2014-02-02,WAM00068098,22.9,,
2014-02-03,WAM00068098,25.7,,
2014-02-04,WAM00068098,25.7,16.8,
2014-02-05,WAM00068098,23.5,,
2014-02-06,WAM00068098,23.5,,
2014-02-07,WAM00068098,23.2,,
2014-02-08,WAM00068098,24.4,14.8,
2014-02-09,WAM00068098,24.4,,
2014-02-10,WAM00068098,22.6,,
2014-02-11,WAM00068098,23.1,,3.0
2014-02-12,WAM00068098,23.7,,0.3
2014-02-13,WAM00068098,27.9,,0.0
2014-02-14,WAM00068098,27.9,18.0,
2014-02-15,WAM00068098,28.1,,
2014-02-16,WAM00068098,28.1,,
2014-02-17,WAM00068098,27.0,,
2014-02-18,WAM00068098,27.1,,
2014-02-19,WAM00068098,27.1,,
2014-02-20,WAM00068098,25.9,,
2014-02-21,WAM00068098,25.9,,
2014-02-22,WAM00068098,25.4,13.8,
2014-02-23,WAM00068098,25.3,14.9,
2014-02-24,WAM00068098,25.3,,
2014-02-25,WAM00068098,29.4,16.6,
2014-02-26,WAM00068098,29.4,,
2014-02-27,WAM00068098,27.5,,
2014-02-28,WAM00068098,27.5,,
2014-03-01,WAM00068098,26.3,,
2014-03-02,WAM00068098,27.0,,
2014-03-03,WAM00068098,27.0,,
2014-03-04,WAM00068098,26.2,,
2014-03-05,WAM00068098,24.0,,
2014-03-06,WAM00068098,25.3,,
2014-03-07,WAM00068098,25.7,,
2014-03-08,WAM00068098,25.7,,
2014-03-09,WAM00068098,24.1,,
2014-03-10,WAM00068098,22.8,,
2014-03-11,WAM00068098,22.2,,
2014-03-12,WAM00068098,21.6,,
2014-03-13,WAM00068098,22.7,,
2014-03-14,WAM00068098,24.9,14.9,
2014-03-15,WAM00068098,25.6,,
2014-03-16,WAM00068098,30.4,,
2014-03-17,WAM00068098,31.0,,
2014-03-18,WAM00068098,31.4,,
2014-03-19,WAM00068098,31.4,14.6,
2014-03-20,WAM00068098,28.1,,
2014-03-21,WAM00068098,27.1,,
2014-03-22,WAM00068098,27.1,,
2014-03-23,WAM00068098,27.1,,
2014-03-24,WAM00068098,25.8,,
2014-03-25,WAM00068098,26.3,12.0,
2014-03-26,WAM00068098,28.1,,
2014-03-27,WAM00068098,28.1,,
2014-03-28,WAM00068098,26.0,,
2014-03-29,WAM00068098,26.0,,
2014-03-30,WAM00068098,25.8,,
2014-03-31,WAM00068098,24.1,,
2014-04-01,WAM00068098,24.8,,
2014-04-02,WAM00068098,27.0,9.8,
2014-04-03,WAM00068098,27.0,,
2014-04-04,WAM00068098,26.3,,
2014-04-05,WAM00068098,26.9,14.0,
2014-04-06,WAM00068098,30.3,,2.0
2014-04-07,WAM00068098,37.0,,0.0
2014-04-08,WAM00068098,37.0,,
2014-04-09,WAM00068098,36.2,,
2014-04-10,WAM00068098,38.5,,
2014-04-11,WAM00068098,38.5,,
2014-04-12,WAM00068098,37.1,,
2014-04-13,WAM00068098,36.4,,
2014-04-14,WAM00068098,33.8,,
2014-04-15,WAM00068098,33.8,,
2014-04-16,WAM00068098,30.7,,
2014-04-17,WAM00068098,29.0,,
2014-04-18,WAM00068098,31.0,,
2014-04-19,WAM00068098,38.6,17.3,
2014-04-20,WAM00068098,38.6,22.0,
2014-04-21,WAM00068098,,,
2014-04-22,WAM00068098,28.1,12.9,
2014-04-23,WAM00068098,26.7,,
2014-04-24,WAM00068098,23.2,,
2014-04-25,WAM00068098,22.6,,
2014-04-26,WAM00068098,29.1,,
2014-04-27,WAM00068098,33.9,,
2014-04-28,WAM00068098,34.0,14.9,
2014-04-29,WAM00068098,34.0,,
2014-04-30,WAM00068098,31.6,,
2014-05-01,WAM00068098,33.8,,
2014-05-02,WAM00068098,32.5,,
2014-05-03,WAM00068098,35.3,,
2014-05-04,WAM00068098,,,
2014-05-05,WAM00068098,28.5,,
2014-05-06,WAM00068098,30.0,14.8,
2014-05-07,WAM00068098,30.0,,
2014-05-08,WAM00068098,25.0,,
2014-05-09,WAM00068098,27.1,,
2014-05-10,WAM00068098,27.1,,
2014-05-11,WAM00068098,25.8,8.0,
2014-05-12,WAM00068098,35.3,12.0,
2014-05-13,WAM00068098,35.3,,
2014-05-14,WAM00068098,38.1,,
2014-05-15,WAM00068098,,,
2014-05-16,WAM00068098,28.2,10.4,
2014-05-17,WAM00068098,25.6,9.7,
2014-05-18,WAM00068098,21.7,,
2014-05-19,WAM00068098,17.7,,
2014-05-20,WAM00068098,23.6,8.0,
2014-05-21,WAM00068098,23.6,5.4,
2014-05-22,WAM00068098,22.3,,
2014-05-23,WAM00068098,19.6,8.3,
2014-05-24,WAM00068098,25.7,,
2014-05-25,WAM00068098,29.3,,
2014-05-26,WAM00068098,32.6,13.9,
2014-05-27,WAM00068098,32.6,12.9,
2014-05-28,WAM00068098,26.9,,
2014-05-29,WAM00068098,26.9,9.9,
2014-05-30,WAM00068098,27.8,,
2014-05-31,WAM00068098,27.8,11.8,
2014-06-01,WAM00068098,24.1,,
2014-06-02,WAM00068098,24.1,,
2014-06-03,WAM00068098,21.1,8.5,
2014-06-04,WAM00068098,21.2,7.7,
2014-06-05,WAM00068098,24.3,8.6,
2014-06-06,WAM00068098,32.2,7.0,
2014-06-07,WAM00068098,32.2,14.8,
2014-06-08,WAM00068098,31.3,,
2014-06-09,WAM00068098,,6.0,
2014-06-10,WAM00068098,26.9,,
2014-06-11,WAM00068098,36.6,14.5,
2014-06-12,WAM00068098,36.6,,
2014-06-13,WAM00068098,35.0,,
2014-06-14,WAM00068098,30.3,,
2014-06-15,WAM00068098,20.6,,
2014-06-16,WAM00068098,20.6,,
2014-06-17,WAM00068098,20.0,,
2014-06-18,WAM00068098,19.2,,
2014-06-19,WAM00068098,21.6,,
2014-06-20,WAM00068098,34.8,11.6,
2014-06-21,WAM00068098,34.8,,
2014-06-22,WAM00068098,33.7,,
2014-06-23,WAM00068098,33.9,,
2014-06-24,WAM00068098,33.9,,
2014-06-25,WAM00068098,,,
2014-06-26,WAM00068098,20.9,,
2014-06-27,WAM00068098,20.9,10.0,
2014-06-28,WAM00068098,18.9,8.7,
2014-06-29,WAM00068098,24.1,,
2014-06-30,WAM00068098,24.1,,
2014-07-01,WAM00068098,17.9,,
2014-07-02,WAM00068098,17.9,,
2014-07-03,WAM00068098,17.3,9.5,
2014-07-04,WAM00068098,17.9,,
2014-07-05,WAM00068098,20.2,,
2014-07-06,WAM00068098,20.2,3.6,
2014-07-07,WAM00068098,19.6,,
2014-07-08,WAM00068098,25.5,4.0,
2014-07-09,WAM00068098,29.9,,
2014-07-10,WAM00068098,,7.7,
2014-07-11,WAM00068098,18.0,,
2014-07-12,WAM00068098,18.3,,
2014-07-13,WAM00068098,18.6,3.9,
2014-07-14,WAM00068098,24.3,,
2014-07-15,WAM00068098,24.3,,
2014-07-16,WAM00068098,23.2,,
2014-07-17,WAM00068098,23.2,7.5,
2014-07-18,WAM00068098,19.9,,
2014-07-19,WAM00068098,19.9,3.9,
2014-07-20,WAM00068098,18.5,,
2014-07-21,WAM00068098,17.7,,
2014-07-22,WAM00068098,21.7,,
2014-07-23,WAM00068098,25.3,7.7,
2014-07-24,WAM00068098,25.3,,
2014-07-25,WAM00068098,18.7,8.0,
2014-07-26,WAM00068098,21.1,5.0,
2014-07-27,WAM00068098,26.3,4.7,
2014-07-28,WAM00068098,35.2,,
2014-07-29,WAM00068098,36.7,19.7,
2014-07-30,WAM00068098,36.7,,
2014-07-31,WAM00068098,,,
2014-08-01,WAM00068098,21.3,,
2014-08-02,WAM00068098,21.3,,
2014-08-03,WAM00068098,23.8,,
2014-08-04,WAM00068098,23.8,10.0,
2014-08-05,WAM00068098,22.7,5.5,
2014-08-06,WAM00068098,22.5,,
2014-08-07,WAM00068098,19.1,7.6,
2014-08-08,WAM00068098,21.1,6.0,
2014-08-09,WAM00068098,22.9,,
2014-08-10,WAM00068098,22.9,,
2014-08-11,WAM00068098,22.2,6.1,
2014-08-12,WAM00068098,22.2,,
2014-08-13,WAM00068098,21.6,4.9,
2014-08-14,WAM00068098,21.6,,
2014-08-15,WAM00068098,19.3,,
2014-08-16,WAM00068098,25.2,,
2014-08-17,WAM00068098,25.5,,
2014-08-18,WAM00068098,25.5,,
2014-08-19,WAM00068098,22.2,,
2014-08-20,WAM00068098,22.2,,
2014-08-21,WAM00068098,21.7,,
2014-08-22,WAM00068098,21.7,5.9,
2014-08-23,WAM00068098,20.8,,
2014-08-24,WAM00068098,20.8,6.8,
2014-08-25,WAM00068098,19.0,,
2014-08-26,WAM00068098,20.6,5.0,
2014-08-27,WAM00068098,20.6,6.5,0.3
2014-08-28,WAM00068098,22.6,,0.0
2014-08-29,WAM00068098,25.5,5.9,
2014-08-30,WAM00068098,35.0,7.9,
2014-08-31,WAM00068098,,7.0,
2014-09-01,WAM00068098,20.1,10.5,
2014-09-02,WAM00068098,20.1,11.3,
2014-09-03,WAM00068098,20.5,9.3,
2014-09-04,WAM00068098,27.2,10.0,
2014-09-05,WAM00068098,27.2,,
2014-09-06,WAM00068098,27.2,,
2014-09-07,WAM00068098,33.9,,
2014-09-08,WAM00068098,,,
2014-09-09,WAM00068098,23.5,,
2014-09-10,WAM00068098,21.0,,
2014-09-11,WAM00068098,21.0,,
2014-09-12,WAM00068098,23.4,,
2014-09-13,WAM00068098,23.4,,
2014-09-14,WAM00068098,21.4,,
2014-09-15,WAM00068098,21.1,,
2014-09-16,WAM00068098,21.0,,
2014-09-17,WAM00068098,20.1,,
2014-09-18,WAM00068098,23.9,,
2014-09-19,WAM00068098,23.9,,
2014-09-20,WAM00068098,24.2,,
2014-09-21,WAM00068098,24.2,10.6,
2014-09-22,WAM00068098,22.8,,
2014-09-23,WAM00068098,24.3,,
2014-09-24,WAM00068098,24.3,,
2014-09-25,WAM00068098,24.0,,
2014-09-26,WAM00068098,22.7,10.0,
2014-09-27,WAM00068098,22.7,,
2014-09-28,WAM00068098,21.0,,
2014-09-29,WAM00068098,21.3,8.7,
2014-09-30,WAM00068098,22.8,,
2014-10-01,WAM00068098,22.8,8.4,
2014-10-02,WAM00068098,19.8,,
2014-10-03,WAM00068098,19.2,,
2014-10-04,WAM00068098,19.2,,
2014-10-05,WAM00068098,19.2,,
2014-10-06,WAM00068098,20.4,,
2014-10-07,WAM00068098,23.2,,
2014-10-08,WAM00068098,23.2,,
2014-10-09,WAM00068098,22.6,8.9,
2014-10-10,WAM00068098,22.6,6.8,
2014-10-11,WAM00068098,20.8,,
2014-10-12,WAM00068098,22.9,,
2014-10-13,WAM00068098,22.9,,
2014-10-14,WAM00068098,23.2,,
2014-10-15,WAM00068098,23.2,,
2014-10-16,WAM00068098,22.4,,
2014-10-17,WAM00068098,21.6,10.4,
2014-10-18,WAM00068098,19.3,,
2014-10-19,WAM00068098,21.3,,
2014-10-20,WAM00068098,21.3,,
2014-10-21,WAM00068098,21.5,,
2014-10-22,WAM00068098,21.5,,
2014-10-23,WAM00068098,24.0,,
2014-10-24,WAM00068098,24.0,10.1,
2014-10-25,WAM00068098,20.1,,
2014-10-26,WAM00068098,20.1,,
2014-10-27,WAM00068098,22.7,14.6,
2014-10-28,WAM00068098,23.9,,
2014-10-29,WAM00068098,23.9,,
2014-10-30,WAM00068098,29.0,,
2014-10-31,WAM00068098,29.0,,
2014-11-01,WAM00068098,23.8,,
2014-11-02,WAM00068098,21.3,,
2014-11-03,WAM00068098,24.3,,
2014-11-04,WAM00068098,28.2,7.8,
2014-11-05,WAM00068098,28.2,,
2014-11-06,WAM00068098,24.5,,
2014-11-07,WAM00068098,25.1,15.4,
2014-11-08,WAM00068098,25.1,,
2014-11-09,WAM00068098,25.0,,
2014-11-10,WAM00068098,27.1,12.0,
2014-11-11,WAM00068098,27.1,,
2014-11-12,WAM00068098,26.4,,
2014-11-13,WAM00068098,26.7,10.7,
2014-11-14,WAM00068098,26.7,11.6,
2014-11-15,WAM00068098,,,
2014-11-16,WAM00068098,30.1,,
2014-11-17,WAM00068098,27.2,,
2014-11-18,WAM00068098,31.9,,
2014-11-19,WAM00068098,31.9,13.9,
2014-11-20,WAM00068098,24.6,,
2014-11-21,WAM00068098,21.3,,
2014-11-22,WAM00068098,21.3,,
2014-11-23,WAM00068098,26.2,,
2014-11-24,WAM00068098,26.2,,
2014-11-25,WAM00068098,21.9,,
2014-11-26,WAM00068098,24.3,,
2014-11-27,WAM00068098,25.7,11.0,
2014-11-28,WAM00068098,25.7,11.8,
2014-11-29,WAM00068098,23.0,,
2014-11-30,WAM00068098,23.0,,
2014-12-01,WAM00068098,23.7,12.0,
2014-12-02,WAM00068098,24.0,,
2014-12-03,WAM00068098,24.0,13.9,
2014-12-04,WAM00068098,26.2,,
2014-12-05,WAM00068098,26.2,,
2014-12-06,WAM00068098,26.2,,
2014-12-07,WAM00068098,26.7,,
2014-12-08,WAM00068098,26.7,,
2014-12-09,WAM00068098,24.4,12.0,
2014-12-10,WAM00068098,24.4,,
2014-12-11,WAM00068098,23.0,,
2014-12-12,WAM00068098,22.2,,
2014-12-13,WAM00068098,21.4,14.0,
2014-12-14,WAM00068098,22.7,,
2014-12-15,WAM00068098,23.7,,
2014-12-16,WAM00068098,23.7,,
2014-12-17,WAM00068098,21.6,14.0,
2014-12-18,WAM00068098,23.0,,
2014-12-19,WAM00068098,23.2,,
2014-12-20,WAM00068098,23.2,,
2014-12-21,WAM00068098,24.3,,
2014-12-22,WAM00068098,24.3,13.5,
2014-12-23,WAM00068098,24.3,,
2014-12-24,WAM00068098,24.3,13.9,
2014-12-25,WAM00068098,24.0,,
2014-12-26,WAM00068098,24.3,,
2014-12-27,WAM00068098,25.4,,
2014-12-28,WAM00068098,25.4,12.9,
2014-12-29,WAM00068098,23.5,,
2014-12-30,WAM00068098,23.5,,
2014-12-31,WAM00068098,22.1,,
2015-01-01,WAM00068098,23.8,14.9,
2015-01-02,WAM00068098,26.1,,
2015-01-03,WAM00068098,26.5,,
2015-01-04,WAM00068098,26.5,,
2015-01-05,WAM00068098,26.6,16.9,
2015-01-06,WAM00068098,26.6,,
2015-01-07,WAM00068098,24.8,,0.8
2015-01-08,WAM00068098,25.2,,0.0
2015-01-09,WAM00068098,25.2,,
2015-01-10,WAM00068098,26.1,17.7,
2015-01-11,WAM00068098,26.1,,
2015-01-12,WAM00068098,25.2,15.9,
2015-01-13,WAM00068098,22.9,,
2015-01-14,WAM00068098,23.5,,
2015-01-15,WAM00068098,26.7,,
2015-01-16,WAM00068098,28.1,,
2015-01-17,WAM00068098,28.1,,
2015-01-18,WAM00068098,22.0,,
2015-01-19,WAM00068098,21.8,15.0,
2015-01-20,WAM00068098,22.6,,
2015-01-21,WAM00068098,24.3,17.0,0.5
2015-01-22,WAM00068098,26.8,,0.0
2015-01-23,WAM00068098,29.6,,
2015-01-24,WAM00068098,29.7,,
2015-01-25,WAM00068098,29.7,,4.1
2015-01-26,WAM00068098,25.9,,0.0
2015-01-27,WAM00068098,26.5,,
2015-01-28,WAM00068098,26.5,,
2015-01-29,WAM00068098,22.5,,
2015-01-30,WAM00068098,25.2,,
2015-01-31,WAM00068098,28.9,15.0,
2015-02-01,WAM00068098,28.9,,
2015-02-02,WAM00068098,24.6,,
2015-02-03,WAM00068098,27.5,,
2015-02-04,WAM00068098,27.5,12.5,
2015-02-05,WAM00068098,25.7,,
2015-02-06,WAM00068098,25.7,,
2015-02-07,WAM00068098,26.0,14.0,
2015-02-08,WAM00068098,27.4,,
2015-02-09,WAM00068098,27.4,,
2015-02-10,WAM00068098,28.6,,
2015-02-11,WAM00068098,26.1,14.5,
2015-02-12,WAM00068098,26.1,,
2015-02-13,WAM00068098,25.9,,
2015-02-14,WAM00068098,22.8,,
2015-02-15,WAM00068098,22.8,15.9,
2015-02-16,WAM00068098,22.7,16.8,
2015-02-17,WAM00068098,24.3,16.9,
2015-02-18,WAM00068098,26.9,,
2015-02-19,WAM00068098,28.5,,
2015-02-20,WAM00068098,28.5,,
2015-02-21,WAM00068098,26.7,,
2015-02-22,WAM00068098,26.7,,
2015-02-23,WAM00068098,26.4,13.9,
2015-02-24,WAM00068098,26.4,,
2015-02-25,WAM00068098,24.3,14.0,
2015-02-26,WAM00068098,21.7,,
2015-02-27,WAM00068098,22.1,13.9,
2015-02-28,WAM00068098,22.1,,
2015-03-01,WAM00068098,22.0,,
2015-03-02,WAM00068098,22.2,15.0,
2015-03-03,WAM00068098,24.1,14.5,
2015-03-04,WAM00068098,26.3,,
2015-03-05,WAM00068098,26.3,,
2015-03-06,WAM00068098,27.2,15.9,
2015-03-07,WAM00068098,27.2,,
2015-03-08,WAM00068098,24.5,,
2015-03-09,WAM00068098,25.5,,
2015-03-10,WAM00068098,26.5,,
2015-03-11,WAM00068098,26.5,,
2015-03-12,WAM00068098,25.5,13.0,
2015-03-13,WAM00068098,26.5,,
2015-03-14,WAM00068098,26.5,12.8,
2015-03-15,WAM00068098,28.3,,
2015-03-16,WAM00068098,28.3,13.9,
2015-03-17,WAM00068098,26.8,,
2015-04-08,WAM00068098,,15.5,
2015-04-09,WAM00068098,25.7,15.5,
2015-04-10,WAM00068098,25.6,,
2015-04-12,WAM00068098,24.8,,
2015-04-13,WAM00068098,26.3,,
2015-04-14,WAM00068098,26.3,,
2015-04-15,WAM00068098,25.1,,
2015-04-16,WAM00068098,23.2,,
2015-04-17,WAM00068098,19.4,,
2015-04-18,WAM00068098,21.4,,
2015-04-19,WAM00068098,22.0,8.9,
2015-04-20,WAM00068098,23.2,,
2015-04-21,WAM00068098,23.8,,
2015-04-22,WAM00068098,23.9,,
2015-04-23,WAM00068098,28.3,10.5,
2015-04-24,WAM00068098,31.1,,
2015-04-25,WAM00068098,31.1,,
2015-04-26,WAM00068098,29.9,,
2015-04-27,WAM00068098,24.8,,
2015-04-28,WAM00068098,22.5,11.0,
2015-04-29,WAM00068098,21.2,,
2015-04-30,WAM00068098,21.2,,
2015-05-01,WAM00068098,21.5,,
2015-05-02,WAM00068098,24.6,11.7,
2015-05-03,WAM00068098,35.7,,
2015-05-04,WAM00068098,,,
2015-05-05,WAM00068098,31.1,8.9,
2015-05-06,WAM00068098,31.1,10.8,
2015-05-07,WAM00068098,30.0,,
2015-05-08,WAM00068098,27.6,,
2015-05-09,WAM00068098,26.5,,
2015-05-10,WAM00068098,25.0,8.6,
2015-05-11,WAM00068098,21.2,6.9,
2015-05-12,WAM00068098,21.1,,
2015-05-13,WAM00068098,20.6,,
2015-05-14,WAM00068098,19.9,,
2015-05-15,WAM00068098,21.9,7.0,0.3
2015-05-16,WAM00068098,32.0,,0.0
2015-05-17,WAM00068098,37.4,16.2,
2015-05-18,WAM00068098,,,
2015-05-19,WAM00068098,23.6,11.0,
2015-05-20,WAM00068098,23.6,9.0,
2015-05-21,WAM00068098,20.3,10.0,
2015-05-22,WAM00068098,24.5,14.7,
2015-05-23,WAM00068098,,,
2015-05-24,WAM00068098,20.7,11.5,
2015-05-25,WAM00068098,20.7,,
2015-05-26,WAM00068098,20.0,10.0,
2015-05-28,WAM00068098,21.7,7.9,
2015-05-29,WAM00068098,25.6,9.5,
2015-05-30,WAM00068098,26.1,,
2015-05-31,WAM00068098,23.1,,
2015-06-01,WAM00068098,,,
2015-06-02,WAM00068098,17.4,,
2015-06-03,WAM00068098,,6.3,
2015-06-04,WAM00068098,,6.3,
2015-06-05,WAM00068098,,7.5,
2015-06-06,WAM00068098,,9.2,
2015-06-07,WAM00068098,,,
2015-06-08,WAM00068098,16.8,9.9,
2015-06-09,WAM00068098,,9.0,
2015-06-11,WAM00068098,23.3,,
2015-06-12,WAM00068098,23.3,8.0,
2015-06-15,WAM00068098,,9.0,
2015-06-16,WAM00068098,,,
2015-06-17,WAM00068098,,,
2015-06-18,WAM00068098,,,
2015-06-19,WAM00068098,,6.0,
2015-06-20,WAM00068098,,,
2015-06-21,WAM00068098,,9.0,
2015-06-22,WAM00068098,,7.8,
2015-06-23,WAM00068098,,10.0,
2015-06-24,WAM00068098,,8.5,
2015-06-25,WAM00068098,,4.5,
2015-06-26,WAM00068098,,6.3,
2015-06-28,WAM00068098,,4.6,
2015-06-29,WAM00068098,,3.0,
2015-06-30,WAM00068098,,3.6,
2015-07-01,WAM00068098,,8.3,
2015-07-02,WAM00068098,,9.0,
2015-07-03,WAM00068098,,6.6,
2015-07-04,WAM00068098,,,
2015-07-05,WAM00068098,,7.0,
2015-07-06,WAM00068098,,6.6,
2015-07-07,WAM00068098,,,
2015-07-08,WAM00068098,,13.6,
2015-07-09,WAM00068098,,16.9,
2015-07-10,WAM00068098,,21.0,
2015-07-11,WAM00068098,,,
2015-07-12,WAM00068098,,11.9,
2015-07-13,WAM00068098,,7.2,
2015-07-14,WAM00068098,,9.0,
2015-07-15,WAM00068098,,3.7,
2015-07-16,WAM00068098,,,
2015-07-17,WAM00068098,,3.4,
2015-07-18,WAM00068098,,5.4,
2015-07-19,WAM00068098,,8.0,
2015-07-20,WAM00068098,,,
2015-07-21,WAM00068098,,,
2015-07-22,WAM00068098,,8.0,
2015-07-23,WAM00068098,,,
2015-07-24,WAM00068098,,7.0,
2015-07-25,WAM00068098,,3.4,
2015-07-26,WAM00068098,,6.0,
2015-07-27,WAM00068098,,7.3,
2015-07-28,WAM00068098,,,
2015-07-29,WAM00068098,,,
2015-07-30,WAM00068098,,,
2015-07-31,WAM00068098,,3.4,
2015-08-01,WAM00068098,,,
2015-08-02,WAM00068098,,7.5,
2015-08-03,WAM00068098,21.6,,
2015-08-04,WAM00068098,25.3,,
2015-08-05,WAM00068098,28.4,,
2015-08-06,WAM00068098,28.4,,
2015-08-07,WAM00068098,,,
2015-08-08,WAM00068098,,,
2015-08-09,WAM00068098,,,
2015-08-10,WAM00068098,,7.0,
2015-08-11,WAM00068098,,,
2015-08-12,WAM00068098,17.6,10.5,
2015-08-13,WAM00068098,,,
2015-08-14,WAM00068098,16.5,,
2015-08-15,WAM00068098,27.5,11.0,
2015-08-16,WAM00068098,,6.5,
2015-08-17,WAM00068098,,9.5,
2015-08-18,WAM00068098,15.5,10.0,
2015-08-19,WAM00068098,,,
2015-08-20,WAM00068098,20.9,8.8,
2015-08-21,WAM00068098,19.1,,
2015-08-22,WAM00068098,21.0,,
2015-08-23,WAM00068098,22.0,,
2015-08-24,WAM00068098,22.6,,
2015-08-25,WAM00068098,,11.9,
2015-08-26,WAM00068098,,,
2015-08-27,WAM00068098,,13.0,
2015-08-28,WAM00068098,,10.8,
2015-08-29,WAM00068098,,9.5,
2015-08-30,WAM00068098,,,
2015-08-31,WAM00068098,,12.5,
2015-09-01,WAM00068098,,8.3,
2015-09-02,WAM00068098,,9.0,
2015-09-03,WAM00068098,,,
2015-09-04,WAM00068098,,10.5,
2015-09-05,WAM00068098,,9.1,
2015-09-06,WAM00068098,,11.6,
